	DNA_blank_P1	DNA_blank_P2	EL_003_pre	EL_003_pw	EL_007_un	EL_007_un1	EL_022_pre	EL_023_pre	EL_025_un	EL_025_un1	EL_026_pre	EL_027_pre1	EL_027_pre2	EL_028_pre1	EL_028_pre2	EL_031_pre	EL_032_pre	EL_035_pw	EL_036_pre	EL_036_pw	EL_047_pre	EL_050_pre	EL_050_pw	EL_051_pre	EL_051_pw	EL_052_pre	EL_052_pw	EL_059_pre	EL_059_pw	EL_068_pre1	EL_068_pre2	EL_070_pm	EL_070_pre	EL_070_pw	EL_073_pre	EL_074_pre	EL_074_pw	EL_075_pm	EL_075_pre	EL_075_pw	EL_078_pre	EL_078_pw	FS_006_pre_in	FS_006_pre_out	FS_006_pre1	FS_024_pre	NE-077_pre	NE_002_pre1	NE_002_pre2	NE_002_pw	NE_009_un	NE_009_un1	NE_010_un	NE_010_un1	NE_012_un	NE_012_un1	NE_018_pre	NE_018_pw	NE_021_pre	NE_034_pre	NE_034_pw	NE_035_pre	NE_037_pre	NE_038_pre	NE_041_pre	NE_041_pw	NE_043_pre	NE_056_pre	NE_056_pw	NE_058_pre	NE_058_pw	NE_063_pre	NE_063_pw	NE_066_pre	NE_067_pre	NE_067_pw	NE_069_pre	NE_069_pw	NE_071_pre	NE_072_pre	NE_079_pre	NE_079_pw	PA_001_pre	PA_001_pw	PA_008_un	PA_008_un1	PA_011_un	PA_011_un1	PA_013_pre	PA_013_pw	PA_014_pre	PA_014_pw	PA_015_pre	PA_015_pw	PA_016_un	PA_016_un1	PA_019_pre	PA_029_pre1	PA_029_pre2	PA_029_pw	PA_030_pre1	PA_030_pre2	PA_030_pw	PA_033_pm	PA_033_pre	PA_033_pw	PA_039_pre	PA_040_pre	PA_042_pre	PA_042_pw	PA_044_pm	PA_044_pre	PA_044_pw	PA_045_pre	PA_045_pw	PA_046_pre	PA_046_pw	PA_048_pre	PA_048_pw1	PA_048_pw2	PA_049_pre	PA_049_pw	PA_053_pre	PA_053_pw	PA_054_pre	PA_054_pw	PA_055_pre	PA_055_pw	PA_057_pre	PA_057_pw	PA_060_pre	PA_060_pw	PA_061_pre1	PA_061_pre2	PA_061_pw	PA_062_pre	PA_064_pre	PA_064_pw	PA_065_pre	PA_065_pw	PA_076_pre	PA_076_pw	PA_080_pre	PA_080_pw	PCR_blank_P1	PCR_blank_P2	SPIKE_P1	SPIKE_P2	UP_001	UP_006	UP_006_1	UP_006_2	UP_006_3	UP_006_4	UP_015	UP_030	US_001	US_006	US_006_2	US_006_4	US_015	US_030
Enterobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterocloster	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	7	0	0	0	0	0	0	0	0	0	0	0	23	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus	0	12	224	89	43	8	31	13	37	0	2	260	307	9	0	44	47	7	3	21	115	27	0	175	8	33	0	0	70	17	48	3	39	0	0	45	70	946	51	1482	15	24	80	34	135	141	45	0	57	1	32	57	25	21	31	5	8	47	59	0	20	6	65	40	0	13	214	25	17	175	0	24	19	17	345	565	95	0	55	28	93	42	133	1265	151	307	0	0	21	0	12	0	32	28	7	8	57	34	5	32	0	22	6	0	0	40	10	3	26	34	17	30	1	167	0	0	13	4	49	0	0	0	126	0	6	33	19	33	0	0	38	0	0	32	14	36	20	0	53	12	0	0	24	0	44	25	1568	1407	27	0	0	0	4	12	31	0	7	29	0	9	26	7
Eremococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erysipelotrichaceae UCG-003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia-Shigella	0	104	0	299	39	66	4	0	12	51	136	12	98	83	18	510	33	23	0	19	201	81	0	66	9	64	34	0	102	18	158	0	111	141	0	70	13	232	83	0	48	11	193	0	10	114	97	0	0	8	32	378	110	77	45	0	14	0	52	0	0	41	17	40	0	21	0	0	34	66	0	50	12	49	15	0	466	38	5433	0	126	125	108	425	22	76	12	10	0	0	0	16	243	88	20	19	85	551	33	64	90	42	87	0	10	29	2107	8017	0	99	0	8	0	18	0	0	14	0	0	69	0	26	0	65	19	58	265	63	4	0	156	0	0	0	13	0	21	0	72	0	31	5	82	0	57	104	3916	5649	43	8	0	21	17	28	45	0	0	104	87	32	178	0
Ezakiella	166	949	5017	684	7089	609	4289	4099	531	697	802	3694	4287	3570	3485	889	3558	605	8884	515	624	1469	1460	60	176	9957	757	5463	554	3882	4791	706	1659	586	1033	1937	50	668	501	492	567	1073	6955	8347	4155	719	1523	108	2343	13	7134	1308	320	1665	316	26	219	1018	2564	513	254	1073	1949	571	1183	356	746	4509	518	583	638	5100	367	736	5679	493	8111	843	712	708	6965	38	383	563	167	1122	734	333	6473	260	1743	153	1474	330	273	922	680	10605	9025	177	1635	1140	380	514	3255	405	264	878	6385	684	423	1901	84	273	44	296	375	549	477	847	8391	300	8915	1041	510	93	628	542	7853	337	9483	498	325	525	295	712	2753	497	1086	518	4094	579	6171	1247	305	654	953	108	949	107	779	744	304	1006	642	449	418	408	510	490	85	946
Facklamia	0	0	0	0	15	0	0	0	0	0	0	0	0	0	29	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	34	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	2	0	0	0	0	0	0	0	11	0	0	0	0	0	131	0	0	0	0	0	0	9	0	0	0	6	0	13	0	8	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	146	0	7	0	14	0	0	0	0	0	0	0	0	0	0	1353	2	0	0	0	0	0	0	20	0	0	5	0	0	0	0	0	0	0	0	16	0	36	0	0	0	10	14	0	0	0	0	0	5
Faecalibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	4	0	0	0	0	0	0	0	14	0	46	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	10	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	21	0	0	0	0	0	0	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Faecalimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fannyhessea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fastidiosipila	0	21	279	24	28	22	77	50	18	35	19	36	35	94	99	13	248	8	574	42	81	16	0	9	0	71	20	86	9	111	159	0	70	12	41	18	0	4	0	18	1167	5	55	0	202	17	53	0	130	0	124	34	19	297	30	0	64	41	815	21	0	118	36	67	0	6	48	36	0	34	20	242	15	25	26	9	171	35	9	258	505	0	5	36	35	34	0	0	255	0	57	7	492	6	15	1396	12	10	0	0	2495	2098	27	15	16	11	44	33	27	56	0	27	5	430	0	4	18	9	25	40	34	50	770	18	170	0	20	28	199	0	227	21	7	38	0	14	12	8	41	6	115	37	157	0	6	37	37	0	23	0	42	5	25	61	86	15	0	0	45	21	0	11
Fenollaria	53	219	4096	96	300	211	210	3399	220	292	430	281	331	536	349	378	221	1926	217	2054	7189	2049	71	554	122	849	3462	196	687	550	642	271	624	150	236	2986	50	778	448	141	1581	517	169	366	4005	310	1984	223	1599	28	129	102	381	5520	1491	549	301	460	4034	355	180	143	461	9881	927	235	549	4213	282	131	108	694	118	663	291	166	1619	354	388	2238	298	77	644	235	2476	247	541	314	262	99	799	179	4498	53	551	223	455	2633	2751	35	278	314	127	231	1723	609	611	151	87	928	144	4003	24	427	15	117	340	179	374	50	450	6548	6427	344	9392	64	449	62	147	78	3131	175	74	220	271	210	3606	135	3284	186	1115	827	568	1442	383	394	454	125	226	34	561	83	363	773	462	193	88	383	534	594	79	228
Finegoldia	495	117	243	5427	751	1804	230	327	206	233	758	579	765	362	328	143	145	1351	526	5096	88	2344	6477	558	251	152	855	706	352	69	192	166	8169	104	1855	382	156	670	602	3627	95	126	720	525	142	115	845	2596	12662	65	349	1430	843	166	151	8974	368	261	70	80	78	4704	2787	38	71	141	714	230	194	129	315	313	884	148	554	905	457	458	3326	276	1601	1023	180	571	1339	8867	660	332	1048	67	1076	198	335	73	4715	2404	219	381	181	4157	98	603	126	250	224	131	4502	1773	993	117	320	244	91	739	177	153	302	5109	419	369	219	3370	178	963	313	151	212	181	170	156	119	3342	2030	1168	108	362	84	124	1338	79	95	102	47	4381	291	169	293	196	479	34	158	121	343	255	85	200	4062	119	204	245	96	239
Flavobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavonifractor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusicatenibacter	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium	0	16	44	9	16	26	20	28	13	31	8	604	845	37	0	50	16	10	21	55	0	0	0	170	12	13	21	1518	17	11	15	9	9	0	22	30	2	17	12	10	715	29	13	15	30	0	5	0	56	0	13	19	0	0	34	0	12	205	40	50	0	0	0	4524	0	30	28	27	7	19	9	0	0	20	1953	13	43	0	0	4	2386	0	393	7	8	35	84	7	9	0	38	0	0	7	22	11	0	0	18	0	71	16	22	0	189	55	12	14	0	32	18	2294	18	0	0	935	4	1059	34	26	6	12	73	10	0	0	22	9	0	10	0	6	15	44	31	16	14	11	272	6	10	119	15	10	12	6	25	0	4	0	57	12	13	43	23	0	0	12	18	0	8	7
Gardnerella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	24	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	199	37	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	30	0	0	0	0	0	10	0	0	157	35	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geminicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemmiger	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gleimia	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	26	0	1861	0	0	0	0	0	0	0	0	0	18	0	0	0	30	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	44	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	27	0	0	16	0	0	0	0	0	0	0	23	55	28	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Globicatella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	374	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
Gordonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Granulicatella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haemophilus	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	188	599	0	0	0	0	6	0	0	0	469	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	22	0	0	0	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	10	0	11	0	0	0	0	0	0	0	0	0	31	13	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Helcococcus	0	15	0	14	7	9	10	0	0	3	0	0	0	0	0	0	0	0	161	7	0	0	2	0	0	8	17	0	0	0	4	2	3	0	0	0	0	0	0	6	0	0	26	0	0	0	0	0	5	0	45	28	0	0	0	0	0	12	0	8	0	0	2	17	71	0	12	2	0	12	0	2	0	3	5	0	0	13	0	1	12	0	0	8	0	15	0	0	0	0	2	0	44	5	0	4	6	0	8	0	1300	1043	10	0	0	2	22	9	0	15	4	0	0	7	0	0	0	0	6	13	1	0	34	2	11	0	0	4	35	0	0	11	0	4	0	0	189	0	7	0	164	17	0	0	0	0	0	0	0	0	26	3	0	15	5	0	0	0	17	0	0	0
Holdemanella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Howardella	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	5	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	235	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoylesella	189	876	2849	1339	3052	659	13418	1229	1243	920	2478	6789	5605	3758	2754	5849	1010	4685	1886	873	12493	13148	54	9763	1022	3920	3002	8309	996	11547	5577	1548	1301	1247	771	11242	96	2243	356	1298	4715	1766	1905	1413	4557	1553	4135	541	3789	22	10452	1223	1519	1861	1671	2898	2252	1836	4020	2038	1307	9640	3368	5888	1958	717	8377	9584	993	11560	1447	11182	280	4240	13538	2059	4774	348	1847	2642	2984	16	1662	2568	7894	4226	803	7859	5356	217	550	38	668	598	1119	1035	883	5451	2566	18	3615	2374	1144	652	6879	790	1914	8850	8997	1671	1422	2475	104	1229	17	4182	1434	8562	1364	861	4813	3267	16354	1479	3505	20	1418	648	577	1119	6239	544	613	2332	1921	2238	1709	2088	6262	2207	723	2318	4823	321	1467	1739	1234	23	1562	45	1447	578	1476	1603	1325	1091	337	1451	331	1828	10	1327
Incertae Sedis	16	57	0	37	225	0	617	0	36	4	50	2	73	74	0	24	6	3	3	35	1251	58	2	0	3	0	1271	30	61	1114	1086	39	332	40	5	42	1	70	71	0	35	64	21	2	6	61	66	1	0	0	860	54	50	71	26	1	19	54	204	0	19	67	0	17	0	29	1	1	57	0	11	636	1	518	63	1	1354	39	118	600	2	0	22	35	995	86	47	3	2	4	26	1	105	0	4	4	53	2326	760	3	1	26	29	3	0	0	39	44	33	55	23	3	0	1	0	29	0	25	0	0	172	4	0	70	51	1	46	0	881	23	1666	35	8	1	39	1	1	5	51	45	68	3	194	3	0	67	63	34	47	1	3	0	6	0	0	23	2	75	39	63	2	1
Intestinibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Janthinobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jeotgalicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jonquetella	0	0	0	0	0	0	18	0	0	4	0	0	0	0	0	0	0	0	0	3	5	3	0	0	0	0	0	0	0	0	0	0	7	0	7	0	0	5	0	0	579	0	0	0	10	0	0	6	0	0	0	0	0	882	16	0	0	0	0	3	0	0	0	0	0	0	0	4	0	7	0	17	0	0	0	0	7	0	8	0	0	0	6	0	8	0	0	20	14	0	0	0	4	0	0	0	6	0	0	0	0	0	15	17	0	0	0	0	0	0	0	0	0	0	0	722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	15	8	0	0	10	0	0	22	0	28	0	0	10	0	3	0	0	0	0	7	0	3	14	0	17	0	0	0	0
Kallipyga	0	0	0	0	0	0	0	0	0	0	0	3	11	27	32	12	0	0	3	0	0	0	16	2	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	44	3	3	0	0	0	0	0	7	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	79	3	0	0	0	0	0	0	0	6	0	0	0	0	0	3	0	0	0	0	0	46	0	1	0	0	0	0	0	247	279	0	0	0	0	8	2	116	6	0	0	0	9	0	0	0	0	0	0	0	147	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	14	0	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
